URL,Issue_Type,Issue_Description,Severity_Score,Recommendation,Title_Issues,Meta_Issues,Heading_Issues,Image_Issues,Technical_Issues,OpenGraph_Issues,Twitter_Card_Issues,Schema_Issues,Performance_Issues
https://www.pharmacymentor.com/consultation-form-1/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/get-a-quote/,META_DESC_MISSING,Meta description is missing,85,Add a compelling meta description (150-165 characters),,Meta description is missing,,,,,,,
https://www.pharmacymentor.com/get-a-quote/,H1_MISSING,H1 heading is missing,85,Add a descriptive H1 heading to the page,,,,,,,,,
https://www.pharmacymentor.com/get-a-quote/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/get-a-quote/,IMAGES_MISSING_ALT,5 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,5 images missing alt text,,,,,
https://www.pharmacymentor.com/get-a-quote/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/get-a-quote/,OG_DESCRIPTION_MISSING,Open Graph description missing,45,Add og:description for better social media sharing,,,,,,,,,
https://www.pharmacymentor.com/get-a-quote/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/social-media-pharmacy/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/social-media-pharmacy/,IMAGES_MISSING_ALT,2 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,2 images missing alt text,,,,,
https://www.pharmacymentor.com/social-media-pharmacy/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/social-media-pharmacy/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/alphega-app-launch-pack/,META_DESC_MISSING,Meta description is missing,85,Add a compelling meta description (150-165 characters),,Meta description is missing,,,,,,,
https://www.pharmacymentor.com/alphega-app-launch-pack/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/alphega-app-launch-pack/,IMAGES_MISSING_ALT,3 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,3 images missing alt text,,,,,
https://www.pharmacymentor.com/alphega-app-launch-pack/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/alphega-app-launch-pack/,OG_DESCRIPTION_MISSING,Open Graph description missing,45,Add og:description for better social media sharing,,,,,,,,,
https://www.pharmacymentor.com/alphega-app-launch-pack/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/pmfm/,TITLE_TOO_LONG,Title is too long (85 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (85 characters),,,,,,,,
https://www.pharmacymentor.com/pmfm/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/pmfm/,IMAGES_MISSING_ALT,2 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,2 images missing alt text,,,,,
https://www.pharmacymentor.com/pmfm/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/pmfm/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/pmfm/,CONTENT_TOO_SHORT,Page content is very short (263 words),55,Add more valuable content (aim for 300+ words),,,,,,,,,
https://www.pharmacymentor.com/digital-marketing-pharmacy/,TITLE_TOO_LONG,Title is too long (68 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (68 characters),,,,,,,,
https://www.pharmacymentor.com/digital-marketing-pharmacy/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/digital-marketing-pharmacy/,IMAGES_MISSING_ALT,2 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,2 images missing alt text,,,,,
https://www.pharmacymentor.com/digital-marketing-pharmacy/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/digital-marketing-pharmacy/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/my-account/,TITLE_TOO_SHORT,Title is too short (28 characters),65,Expand title to 30-60 characters for better SEO value,Title is too short (28 characters),,,,,,,,
https://www.pharmacymentor.com/my-account/,META_DESC_MISSING,Meta description is missing,85,Add a compelling meta description (150-165 characters),,Meta description is missing,,,,,,,
https://www.pharmacymentor.com/my-account/,H1_MISSING,H1 heading is missing,85,Add a descriptive H1 heading to the page,,,,,,,,,
https://www.pharmacymentor.com/my-account/,IMAGES_MISSING_ALT,2 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,2 images missing alt text,,,,,
https://www.pharmacymentor.com/my-account/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/my-account/,OG_DESCRIPTION_MISSING,Open Graph description missing,45,Add og:description for better social media sharing,,,,,,,,,
https://www.pharmacymentor.com/my-account/,OG_IMAGE_MISSING,Open Graph image missing,45,Add og:image for better social media sharing,,,,Open Graph image missing,,,,,
https://www.pharmacymentor.com/my-account/,ROBOTS_NOINDEX,Page is set to noindex,90,Remove noindex directive if page should be indexed,,,,,,,,,
https://www.pharmacymentor.com/my-account/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/my-account/,CONTENT_TOO_SHORT,Page content is very short (167 words),55,Add more valuable content (aim for 300+ words),,,,,,,,,
https://www.pharmacymentor.com/shop/,META_DESC_MISSING,Meta description is missing,85,Add a compelling meta description (150-165 characters),,Meta description is missing,,,,,,,
https://www.pharmacymentor.com/shop/,IMAGES_MISSING_ALT,2 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,2 images missing alt text,,,,,
https://www.pharmacymentor.com/shop/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/shop/,OG_DESCRIPTION_MISSING,Open Graph description missing,45,Add og:description for better social media sharing,,,,,,,,,
https://www.pharmacymentor.com/shop/,OG_IMAGE_MISSING,Open Graph image missing,45,Add og:image for better social media sharing,,,,Open Graph image missing,,,,,
https://www.pharmacymentor.com/shop/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/shop/,CONTENT_TOO_SHORT,Page content is very short (182 words),55,Add more valuable content (aim for 300+ words),,,,,,,,,
https://www.pharmacymentor.com/in-store-pharmacy-marketing/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/in-store-pharmacy-marketing/,IMAGES_MISSING_ALT,2 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,2 images missing alt text,,,,,
https://www.pharmacymentor.com/in-store-pharmacy-marketing/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/in-store-pharmacy-marketing/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/seo-pharmacy/,TITLE_TOO_LONG,Title is too long (69 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (69 characters),,,,,,,,
https://www.pharmacymentor.com/seo-pharmacy/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/seo-pharmacy/,IMAGES_MISSING_ALT,2 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,2 images missing alt text,,,,,
https://www.pharmacymentor.com/seo-pharmacy/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/seo-pharmacy/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/flu-jab-marketing/,TITLE_TOO_LONG,Title is too long (84 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (84 characters),,,,,,,,
https://www.pharmacymentor.com/flu-jab-marketing/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/flu-jab-marketing/,IMAGES_MISSING_ALT,7 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,7 images missing alt text,,,,,
https://www.pharmacymentor.com/flu-jab-marketing/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/flu-jab-marketing/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/facebook-instagram-ads/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/facebook-instagram-ads/,IMAGES_MISSING_ALT,6 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,6 images missing alt text,,,,,
https://www.pharmacymentor.com/facebook-instagram-ads/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/facebook-instagram-ads/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/scorecard/,TITLE_DUPLICATE_WORDS,Title contains duplicate words,45,Remove duplicate words from title for better readability,Title contains duplicate words,,,,,,,,
https://www.pharmacymentor.com/scorecard/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/scorecard/,IMAGES_MISSING_ALT,5 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,5 images missing alt text,,,,,
https://www.pharmacymentor.com/scorecard/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/scorecard/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/scorecard/,CONTENT_TOO_SHORT,Page content is very short (203 words),55,Add more valuable content (aim for 300+ words),,,,,,,,,
